Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_791633	k63_791633@1	1851	2891	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['5.20e-05']	[0.308]	[0.37]	NA	NA
k63_40862	k63_40862@1	1753	3840	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['1.60e-04']	[0.319]	[0.398]	NA	NA
k63_382593	k63_382593@1	95	946	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[1]	['7.30e-03']	[0.38]	[0.851]	NA	NA
k63_149855	k63_149855@1	11122	11925	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[13]	['2.20e-09']	[0.519]	[0.475]	NA	NA
k63_1081096	k63_1081096@1	1695	2537	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['4.70e-05']	[0.384]	[0.356]	NA	NA
k63_1433880	k63_1433880@1	2493	2810	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.80e-11']	[0.783]	[0.754]	NA	NA
k63_1360229	k63_1360229@1	1619	2413	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[3]	['2.40e-14']	[0.577]	[0.614]	NA	NA
k63_9328	k63_9328@1	9322	12711	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[11]	['5.20e-12']	[0.327]	[0.504]	NA	NA
k63_677390	k63_677390@1	3492	3857	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[4]	['1.60e-04']	[0.697]	[0.723]	NA	NA
k63_869493	k63_869493@1	8153	10942	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[9]	['3.80e-50']	[0.387]	[0.318]	NA	NA
k63_662665	k63_662665@1	5854	6504	False	0%	NA	III-D	1.0	['Unk_01_0_CAS-III-D']	[6]	['7.10e-03']	[0.323]	[0.622]	NA	NA
k63_675483	k63_675483@1	11944	12498	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[13]	['3.40e-15']	[0.476]	[0.979]	NA	NA
k63_538818	k63_538818@1	87	920	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['8.80e-05']	[0.45]	[0.412]	NA	NA
k63_949501	k63_949501@1	7318	7881	False	0%	NA	III-B	1.0	['NYN_0_CAS-III-B']	[9]	['2.80e-25']	[0.878]	[0.494]	NA	NA
k63_666990	k63_666990@1	7220	8596	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[9]	['1.80e-06']	[0.536]	[0.694]	-1	NA
k63_356091	k63_356091@1	345	1097	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['7.90e-11']	[0.602]	[0.511]	NA	NA
k63_1296985	k63_1296985@1	2397	3341	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['2.70e-08']	[0.533]	[0.472]	NA	NA
k63_1098663	k63_1098663@1	4153	4830	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[6]	['5.40e-41']	[0.708]	[0.994]	NA	NA
k63_871259	k63_871259@1	5544	6599	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['2.00e-05']	[0.332]	[0.415]	NA	NA
k63_660236	k63_660236@1	945	1766	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[3]	['3.20e-09']	[0.358]	[0.947]	NA	NA
