Contig	Start	End	Strand	Pos
k63_870866	2141	4873	1	2
k63_870866	4908	5849	1	3
k63_870866	5852	6370	1	4
k63_870866	6367	6882	1	5
k63_870866	6885	7196	1	6
k63_870866	7213	7659	1	7
k63_870895	1	4815	-1	1
k63_97991	194	1591	-1	1
k63_97991	1689	3011	-1	2
k63_97991	3032	3844	-1	3
k63_97991	4072	4989	-1	4
k63_1664	140	1345	1	1
k63_1664	1349	2590	1	2
k63_1664	2613	3371	1	3
k63_194632	114	2447	1	1
k63_871317	263	1792	1	1
k63_871317	1826	2854	1	2
k63_871317	2953	3081	1	3
k63_871317	3386	4360	1	4
k63_871317	4695	7862	1	5
k63_871317	8119	8916	-1	6
k63_871317	8934	10133	-1	7
k63_871317	10130	10300	-1	8
k63_871317	10302	10526	-1	9
k63_871317	10669	11919	-1	10
k63_871317	12092	12685	1	11
k63_871317	12929	14335	-1	12
k63_871317	14411	15886	-1	13
k63_871317	16161	17324	1	14
k63_871317	17321	18544	1	15
k63_871317	18600	21113	-1	16
k63_871317	21268	23610	1	17
k63_1065398	3	482	1	1
k63_1065398	548	1609	-1	2
k63_1065398	1869	2825	-1	3
k63_1065398	2810	4738	-1	4
k63_1065398	4735	5256	-1	5
k63_1065398	5253	5576	-1	6
k63_1065398	5694	6527	-1	7
k63_1065398	6524	8635	-1	8
k63_1065398	8586	9041	-1	9
k63_1065398	9136	9702	1	10
k63_1065398	9860	12604	1	11
k63_1065398	12732	13673	1	12
k63_1065398	13681	14877	1	13
k63_968105	1	1284	-1	1
k63_968105	1281	1985	-1	2
k63_968105	2106	2492	1	3
k63_968105	2992	3252	-1	4
k63_968105	3450	4841	1	5
k63_968105	4863	6869	1	6
k63_968105	6880	7221	1	7
k63_968105	7259	8008	1	8
k63_968105	8358	9002	1	9
k63_968105	9280	10098	1	10
k63_292307	56	1018	-1	1
k63_292307	1505	4366	1	2
k63_292307	4573	5670	-1	3
k63_292307	5667	6398	-1	4
k63_98499	1	132	1	1
k63_98499	129	1355	1	2
k63_98499	1419	1871	1	3
k63_98499	2125	2982	1	4
k63_98499	3003	3077	-1	5
k63_871383	1	672	1	1
k63_871383	617	1240	-1	2
k63_871383	1244	2167	-1	3
k63_871383	2167	2955	-1	4
k63_2028	239	3370	1	1
k63_389166	107	370	1	1
k63_389166	387	761	-1	2
k63_389166	768	926	-1	3
k63_389166	1553	1807	1	4
k63_389166	1829	2062	-1	5
k63_1065562	75	1331	1	1
k63_1065562	1328	2272	1	2
k63_1065562	2265	3260	1	3
k63_1065562	3319	3417	-1	4
k63_2129	2	493	-1	1
k63_2129	839	1894	-1	2
k63_2129	1884	1979	-1	3
k63_2129	2091	3254	-1	4
k63_2129	3396	3650	-1	5
k63_678755	1	2811	-1	1
k63_678755	3524	3775	1	2
k63_389370	3	245	1	1
k63_389370	211	462	-1	2
k63_389370	411	1685	-1	3
k63_389370	1693	2487	-1	4
k63_389370	2999	6295	-1	5
k63_485756	156	2363	1	1
k63_485756	2638	3831	1	2
k63_485756	3945	4481	-1	3
k63_485756	4653	5615	1	4
k63_1355055	2	637	-1	1
k63_1355055	717	2747	-1	2
k63_968637	569	1618	-1	1
k63_1257617	2	169	-1	1
k63_1257617	201	1091	-1	2
k63_1257617	1133	1546	-1	3
k63_1257617	1922	2689	-1	4
k63_1257617	3072	3455	1	5
k63_1257617	3463	4272	1	6
k63_1257617	4320	4859	-1	7
k63_1355159	178	828	1	1
k63_1355159	1075	3177	1	2
k63_1355159	3379	4260	1	3
k63_292866	122	643	1	1
k63_292866	736	1884	-1	2
k63_292866	2052	3821	1	3
k63_292866	3814	4530	-1	4
k63_292866	4538	5278	-1	5
k63_292866	5278	6390	-1	6
k63_292866	6509	7069	-1	7
k63_292939	57	1427	-1	1
k63_292939	1495	2124	1	2
k63_292939	2183	2467	1	3
k63_292939	2443	3024	1	4
k63_292939	3121	4590	-1	5
k63_292939	4667	5302	-1	6
k63_292939	5425	6183	-1	7
k63_292939	6491	7318	-1	8
k63_292939	7415	9964	-1	9
k63_292955	71	1786	-1	1
k63_292955	2081	3886	-1	2
k63_292955	3922	4047	-1	3
k63_292994	2	1180	1	1
k63_1257749	3	605	-1	1
k63_1257749	618	2219	-1	2
k63_1257749	2646	3122	1	3
k63_1257749	3119	4051	1	4
k63_1257749	4089	4388	-1	5
k63_1355384	80	706	-1	1
k63_1355384	1096	1395	1	2
k63_1355384	1414	1590	1	3
k63_1355384	1722	2648	1	4
k63_1355384	2689	3615	1	5
k63_1355384	3612	4346	1	6
k63_1355384	4545	4778	1	7
k63_1355384	4842	6056	1	8
k63_1355384	6133	7131	1	9
k63_1355384	7137	7760	1	10
k63_1355384	7757	8653	1	11
k63_1355384	8688	9044	-1	12
k63_1355384	9174	10514	-1	13
k63_1355384	10637	11497	1	14
k63_1355479	64	1104	-1	1
k63_1355479	1246	3663	-1	2
k63_1355479	3669	4523	-1	3
k63_1355479	4737	6026	-1	4
k63_1355479	6179	7054	-1	5
k63_1355479	7240	8208	-1	6
k63_1355479	8352	9200	-1	7
k63_775510	2	274	1	1
k63_775510	1041	1826	-1	2
k63_390045	2	1216	1	1
k63_1161668	57	2330	-1	1
k63_1161668	2489	2887	-1	2
k63_1161668	3079	3462	1	3
k63_1161668	3594	4049	1	4
k63_969008	189	1481	1	1
k63_969008	1469	1924	-1	2
k63_969008	1894	2094	-1	3
k63_969008	2426	3040	-1	4
k63_486497	2	406	1	1
k63_486497	592	735	1	2
k63_486497	855	1727	-1	3
k63_486497	1856	3496	1	4
k63_486497	3727	4077	-1	5
k63_486497	4083	4508	-1	6
k63_486497	4505	4771	-1	7
k63_486497	5199	6713	-1	8
k63_486497	6713	7525	-1	9
k63_1355653	463	1248	1	1
k63_1355653	1498	2091	1	2
k63_1258008	2	208	-1	1
k63_1258008	217	462	-1	2
k63_1258008	477	1814	-1	3
k63_1258008	2097	5039	-1	4
k63_1258008	5178	9701	-1	5
k63_583674	2	94	-1	1
k63_583674	230	763	1	2
k63_583674	1054	2187	1	3
k63_583674	2204	2383	1	4
k63_583674	2569	2943	-1	5
k63_583674	2957	3229	-1	6
k63_583674	3273	5357	-1	7
k63_583674	5354	7264	-1	8
k63_583674	7537	9570	-1	9
k63_583674	9563	11962	-1	10
k63_583674	12512	13144	1	11
k63_583674	13145	14236	-1	12
k63_583674	14283	15176	-1	13
k63_583674	15547	15864	1	14
k63_583674	16243	16512	1	15
k63_583674	16528	17718	1	16
k63_583674	18024	18515	1	17
k63_583674	18636	19334	1	18
k63_583674	19437	20753	1	19
k63_583674	21037	21849	1	20
k63_583674	22037	22534	1	21
k63_583674	22548	22955	1	22
k63_583674	22968	23903	-1	23
k63_583674	23997	24593	1	24
k63_583674	24657	25322	1	25
k63_583674	25342	26217	1	26
k63_583674	26239	27270	-1	27
k63_583674	27326	28366	-1	28
k63_583674	28541	29542	1	29
k63_583674	29575	30282	-1	30
k63_583674	30351	31304	-1	31
k63_583674	31466	32593	1	32
k63_583674	32654	32761	1	33
k63_1161954	3	281	1	1
k63_1161954	235	1485	-1	2
k63_1161954	1478	1702	-1	3
k63_1161954	1890	2216	1	4
k63_775805	283	639	1	1
k63_775805	815	1477	1	2
k63_775805	1470	2120	1	3
k63_775805	2424	2585	1	4
k63_583680	1	354	1	1
k63_583680	455	1408	1	2
k63_583680	1443	2597	-1	3
k63_583680	2842	4095	-1	4
k63_583680	4332	6029	-1	5
k63_583680	6173	9238	-1	6
k63_583680	9333	10490	-1	7
k63_583680	10733	11716	1	8
k63_583680	11984	12421	1	9
k63_583680	12418	13647	1	10
k63_583680	13690	15762	-1	11
k63_583680	15777	17051	-1	12
k63_583680	17203	17493	1	13
k63_583680	17534	18832	1	14
k63_583680	19176	19898	1	15
k63_583680	19931	21526	1	16
k63_583680	21520	22482	-1	17
k63_583680	22492	22683	1	18
k63_583680	22677	22982	-1	19
k63_583680	23018	23830	-1	20
k63_1161970	244	825	-1	1
k63_1161970	1057	1161	1	2
k63_1161970	1164	1520	1	3
k63_1355861	545	2590	1	1
k63_1355861	2723	4000	-1	2
k63_1355861	4141	4704	1	3
k63_1355861	4713	6113	1	4
k63_1355861	6181	7914	-1	5
k63_1355861	8005	9180	1	6
k63_1355861	9204	10337	1	7
k63_1355861	10647	12131	1	8
k63_1355861	12563	12808	-1	9
k63_1355861	12906	13721	1	10
k63_1355861	13733	14698	1	11
k63_1355861	14700	17018	1	12
k63_1355861	17030	18004	1	13
k63_775995	1	540	-1	1
k63_775995	537	1466	-1	2
k63_775995	1532	1753	-1	3
k63_775995	1768	2361	-1	4
k63_390687	1	201	-1	1
k63_390687	458	1441	1	2
k63_390687	1542	5036	1	3
k63_390687	5039	8497	1	4
k63_390687	8558	9646	1	5
k63_390687	9695	12811	1	6
k63_390687	12879	17693	1	7
k63_293839	214	2172	1	1
k63_1067150	58	354	-1	1
k63_1067150	619	1326	1	2
k63_1067150	1377	2465	-1	3
k63_1067150	2567	3583	-1	4
k63_1067150	3601	4092	-1	5
k63_1067150	4092	5870	-1	6
k63_1067150	5971	6054	1	7
k63_100144	94	1086	-1	1
k63_100144	1134	2585	-1	2
k63_100144	2810	4282	-1	3
k63_100144	4279	5739	-1	4
k63_100144	5736	7025	-1	5
k63_776242	1	1272	1	1
k63_776242	1348	2463	1	2
k63_3662	1	165	1	1
k63_3662	448	2028	1	2
k63_3662	2250	2468	1	3
k63_3662	2597	3445	1	4
k63_3662	3497	4654	1	5
k63_3662	4740	8507	1	6
k63_3662	8608	8967	1	7
k63_1356322	3	107	-1	1
k63_1356322	382	1215	-1	2
k63_1356322	1269	1730	1	3
k63_1356322	1960	2868	-1	4
k63_1356322	2856	3437	-1	5
k63_1356322	3689	4756	1	6
k63_1356322	4756	5757	1	7
k63_1356322	5894	6829	1	8
k63_1356322	6970	7341	1	9
k63_1356322	7338	7550	1	10
k63_1356322	8153	8449	1	11
k63_1356322	8446	8823	1	12
k63_1356322	9176	10435	1	13
k63_1356322	10704	12131	1	14
k63_1356322	12194	12592	-1	15
k63_873251	3	1043	-1	1
k63_873251	1330	2046	-1	2
k63_873251	2069	2818	-1	3
k63_873251	3094	4224	-1	4
k63_873251	4240	5058	-1	5
k63_776405	629	790	-1	1
k63_776405	948	2486	-1	2
k63_776429	539	2086	-1	1
k63_776429	2083	3177	-1	2
k63_776429	3264	3923	1	3
k63_776429	3990	5561	1	4
k63_776429	5611	6624	1	5
k63_776429	6621	7556	1	6
k63_776429	7553	8551	1	7
k63_776429	8548	9528	1	8
k63_873615	3	1217	-1	1
k63_873615	1272	1565	-1	2
k63_873615	1586	1864	-1	3
k63_391373	67	1038	1	1
k63_391373	1196	2524	1	2
k63_391373	2527	3525	1	3
k63_391373	3789	5435	1	4
k63_391373	5447	6310	1	5
k63_391373	6307	8739	1	6
k63_391373	8844	9923	1	7
k63_1356743	3	1643	1	1
k63_1356743	1835	3049	-1	2
k63_1356743	3053	3478	-1	3
k63_1356743	3745	4980	1	4
k63_776798	3	1316	1	1
k63_776798	1313	2095	1	2
k63_776798	2343	2660	-1	3
k63_776798	2879	3259	1	4
k63_776798	3256	4338	1	5
k63_776798	4456	4749	-1	6
k63_776798	4952	6211	1	7
k63_776798	6201	7181	1	8
k63_776798	7156	7236	1	9
k63_100855	2	334	-1	1
k63_100855	512	1348	1	2
k63_100855	1345	1920	1	3
k63_1259191	108	2204	-1	1
k63_1259191	2390	2926	-1	2
k63_1259191	2926	3315	-1	3
k63_1259191	3361	3957	-1	4
k63_1259191	4189	5088	1	5
k63_874046	26	1615	-1	1
k63_874181	2	688	-1	1
k63_874181	892	2661	1	2
k63_874181	2789	3526	-1	3
k63_295172	1	1260	1	1
k63_295172	1396	2466	-1	2
k63_295172	2520	2594	-1	3
k63_776983	34	648	-1	1
k63_776983	645	1469	-1	2
k63_776983	1445	2317	-1	3
k63_101274	1	1719	1	1
k63_4906	98	1435	-1	1
k63_4906	1568	2491	-1	2
k63_4906	2510	3037	-1	3
k63_4906	3275	4012	1	4
k63_4906	4390	4728	-1	5
k63_4906	5063	5632	-1	6
k63_4906	5639	7450	-1	7
k63_4906	7600	8010	-1	8
k63_4906	8007	8294	-1	9
k63_4906	8298	8930	-1	10
k63_4906	9245	10747	-1	11
k63_681118	129	1580	-1	1
k63_392438	3	719	-1	1
k63_392438	846	1844	-1	2
k63_197262	2	76	-1	1
k63_197262	63	1220	-1	2
k63_197262	1217	2542	-1	3
k63_197262	2539	3621	-1	4
k63_197262	3621	5117	-1	5
k63_197262	5114	6142	-1	6
k63_586037	154	588	1	1
k63_586037	615	2183	1	2
k63_586037	2363	2713	1	3
k63_681617	277	1239	1	1
k63_681617	1322	1687	-1	2
k63_681617	1684	2469	-1	3
k63_681617	2457	3674	-1	4
k63_1068924	2	262	1	1
k63_1068924	255	1733	-1	2
k63_1068924	1968	2186	-1	3
k63_1068924	2573	4729	1	4
k63_1068924	4781	5323	-1	5
k63_1068924	5695	7818	1	6
k63_1068924	7922	8590	1	7
k63_1068924	8622	9386	1	8
k63_1068924	9383	10303	1	9
k63_1068924	10300	10959	1	10
k63_489097	10	1830	-1	1
k63_489097	1875	2183	-1	2
k63_586192	76	300	-1	1
k63_586192	297	1133	-1	2
k63_586192	1312	1590	-1	3
k63_586192	1619	2263	-1	4
k63_586192	2260	2970	-1	5
k63_586192	2967	3203	-1	6
k63_586192	3302	3628	1	7
k63_1260035	2	322	1	1
k63_1260035	592	1122	1	2
k63_1260035	1324	1878	1	3
k63_1260035	2191	4905	-1	4
k63_1260035	5364	5879	-1	5
k63_1068965	182	1381	1	1
k63_1068965	1385	2506	1	2
k63_1068965	2548	3345	1	3
k63_1068965	3437	3514	1	4
k63_1357981	194	1066	-1	1
k63_1357981	1273	2415	-1	2
k63_1357981	2402	3307	-1	3
k63_1357981	3304	3411	-1	4
k63_681735	3	395	1	1
k63_681735	574	2400	-1	2
k63_681735	2581	3693	-1	3
k63_681735	3804	4055	1	4
k63_681735	4052	4360	1	5
k63_5637	112	666	-1	1
k63_5637	781	3453	1	2
k63_5637	3827	5299	1	3
k63_971517	2	643	1	1
k63_971517	1031	1846	-1	2
k63_971517	2160	2954	-1	3
k63_971517	3108	3671	1	4
k63_586392	109	981	-1	1
k63_681905	130	1029	1	1
k63_681905	1137	1730	-1	2
k63_681905	2011	2379	1	3
k63_681905	2372	3229	1	4
k63_681905	3506	4177	1	5
k63_681913	1	828	1	1
k63_681913	809	1432	1	2
k63_681913	1482	1814	-1	3
k63_681913	1811	2086	-1	4
k63_681913	2297	2371	1	5
k63_393120	79	924	1	1
k63_393120	1037	1672	1	2
k63_393120	1669	2043	1	3
k63_393120	2128	2787	-1	4
k63_393120	2762	3133	-1	5
k63_393120	3137	5086	-1	6
k63_393120	5307	6215	1	7
k63_393120	6505	6678	-1	8
k63_393120	6760	7056	1	9
k63_393120	7160	8260	1	10
k63_393120	8418	10109	1	11
k63_393120	10097	12112	1	12
k63_393120	12126	12908	1	13
k63_393120	12912	13010	1	14
k63_1164286	78	1103	1	1
k63_1164286	1334	2440	-1	2
k63_197974	61	1176	1	1
k63_102349	102	773	-1	1
k63_102349	906	1799	-1	2
k63_102349	2239	3033	1	3
k63_586876	1	177	-1	1
k63_586876	1147	2055	1	2
k63_682269	2	412	1	1
k63_682269	546	2048	1	2
k63_682269	2420	2827	1	3
k63_682269	2831	3532	1	4
k63_682286	1	189	-1	1
k63_682286	380	751	-1	2
k63_682286	1220	1999	1	3
k63_682286	1992	2750	1	4
k63_682286	2804	2977	-1	5
k63_682290	194	2578	1	1
k63_682290	2617	3261	-1	2
k63_682290	3274	3909	-1	3
k63_682290	3916	5169	1	4
k63_682290	5512	6684	-1	5
k63_682290	6835	7482	-1	6
k63_682290	7501	9420	-1	7
k63_682290	9435	10175	-1	8
k63_682290	10179	11108	-1	9
k63_682290	11092	11790	-1	10
k63_682290	11808	13616	-1	11
k63_682290	13613	14062	-1	12
k63_682290	14526	14885	-1	13
k63_682290	15209	15574	1	14
k63_682290	15597	16625	-1	15
k63_682290	16794	16913	1	16
k63_682290	16965	17240	1	17
k63_682290	17260	17517	1	18
k63_682290	17597	17881	1	19
k63_682290	17908	18141	-1	20
k63_682290	18150	18617	-1	21
k63_296944	31	477	-1	1
k63_296944	617	2131	-1	2
k63_296944	2124	6728	-1	3
k63_296946	1	135	1	1
k63_296946	222	710	1	2
k63_296946	947	1447	1	3
k63_296946	1493	2479	-1	4
k63_296946	2637	3170	1	5
k63_296946	3167	4492	1	6
k63_296946	4503	4898	1	7
k63_296946	4877	5698	1	8
k63_296946	5695	6165	1	9
k63_296946	6162	7817	1	10
k63_296946	8090	8395	1	11
k63_296946	8435	10348	1	12
k63_296946	10445	11419	-1	13
k63_296946	11547	12005	1	14
k63_296946	12091	13503	1	15
k63_296946	13824	14351	1	16
k63_296946	14724	16082	-1	17
k63_296946	16222	18705	1	18
k63_296946	18796	19137	1	19
k63_6537	3	392	-1	1
k63_6537	569	1384	1	2
k63_6537	1489	3243	1	3
k63_6537	3240	5027	1	4
k63_6537	5518	6876	-1	5
k63_876481	119	652	-1	1
k63_876481	720	2207	-1	2
k63_876481	2321	3205	1	3
k63_876481	3387	5639	1	4
k63_876481	5699	6709	1	5
k63_876481	6706	8151	1	6
k63_876481	8148	9098	1	7
k63_972530	1	150	1	1
k63_972530	147	380	1	2
k63_972530	756	974	-1	3
k63_972530	1644	1850	-1	4
k63_972639	1	162	-1	1
k63_972639	186	2735	-1	2
k63_972639	2732	4603	-1	3
k63_972639	4695	6497	1	4
k63_972639	6667	7104	1	5
k63_972639	7224	8288	1	6
k63_972639	8317	9420	1	7
k63_972639	9422	9856	1	8
k63_972639	9962	10975	-1	9
k63_972639	11174	11650	-1	10
k63_198610	2	136	1	1
k63_198610	198	812	-1	2
k63_198610	828	1028	1	3
k63_198610	1306	2700	1	4
k63_198610	2947	4110	1	5
k63_198610	4107	6743	1	6
k63_198610	6961	7068	1	7
k63_198610	7072	7431	1	8
k63_198610	7457	8644	1	9
k63_198610	8647	9468	1	10
k63_198610	9524	10360	1	11
k63_198610	10377	10514	1	12
k63_103026	2	109	-1	1
k63_103026	218	1231	-1	2
k63_103026	1405	1599	1	3
k63_297353	701	1699	1	1
k63_297353	1696	2667	1	2
k63_297353	2664	3590	1	3
k63_297353	3686	4750	-1	4
k63_297353	4782	5789	-1	5
k63_297353	6215	7138	1	6
k63_972771	1	87	1	1
k63_972771	249	1880	1	2
k63_972771	1877	2848	1	3
k63_1070302	289	1275	-1	1
k63_1070302	2110	2388	1	2
k63_1070302	2400	2510	1	3
k63_7096	1	90	1	1
k63_7096	650	2032	1	2
k63_103405	1	864	1	1
k63_103405	1033	1710	1	2
k63_1261409	2	91	-1	1
k63_1261409	333	2303	1	2
k63_1261409	2300	3295	1	3
k63_1261409	3158	3775	-1	4
k63_1261409	4161	5018	-1	5
k63_682915	1	561	-1	1
k63_682915	706	1110	1	2
k63_682915	1401	2084	1	3
k63_682915	2081	4591	1	4
k63_682915	4595	4966	1	5
k63_587744	3	572	1	1
k63_587744	838	2073	-1	2
k63_587744	2070	2168	-1	3
k63_973170	1	1467	1	1
k63_973170	1439	1966	-1	2
k63_973170	2072	5086	-1	3
k63_973170	5123	5380	-1	4
k63_973170	5724	5936	1	5
k63_973170	5905	6129	1	6
k63_973170	6139	6741	1	7
k63_973170	6823	6930	1	8
k63_1165622	3	185	-1	1
k63_1165622	631	1107	-1	2
k63_1165622	1068	1385	-1	3
k63_1165622	1382	1780	-1	4
k63_1165622	1969	2565	1	5
k63_1165622	2611	3444	1	6
k63_1165622	3788	3988	1	7
k63_1165622	4110	4541	-1	8
k63_1165622	4732	4863	1	9
k63_1165622	4876	4980	1	10
k63_1165622	5134	5754	1	11
k63_1165622	6127	10185	1	12
k63_1165622	10522	10824	1	13
k63_1165622	11077	11520	1	14
k63_1165622	11965	12174	-1	15
k63_1165622	12410	13864	-1	16
k63_1165622	13970	14710	-1	17
k63_1165622	14771	15295	-1	18
k63_1165622	15582	16178	1	19
k63_973478	241	615	1	1
k63_973478	615	1817	1	2
k63_973478	1932	4472	1	3
k63_973478	4469	4813	1	4
k63_973478	4982	5590	1	5
k63_973478	5677	6186	1	6
k63_973478	6183	7049	1	7
k63_779156	264	356	1	1
k63_779156	466	765	1	2
k63_779156	844	2217	1	3
k63_779156	2513	2617	1	4
k63_779156	2620	2829	1	5
k63_779156	2874	3308	1	6
k63_779156	3522	4127	1	7
k63_779156	4213	4449	1	8
k63_1261775	2	400	1	1
k63_1261775	397	693	1	2
k63_1261775	1014	1622	-1	3
k63_1359992	143	913	-1	1
k63_1359992	933	1421	-1	2
k63_1359992	1422	1937	-1	3
k63_298289	184	3180	-1	1
k63_878040	2	799	1	1
k63_878040	792	1664	1	2
k63_878040	1585	2436	-1	3
k63_878040	2493	3140	-1	4
k63_1360267	1	693	1	1
k63_1360267	936	2657	-1	2
k63_1360267	2943	3872	-1	3
k63_1360267	3941	5695	1	4
k63_1360267	5720	8113	-1	5
k63_1360267	8404	8715	-1	6
k63_1360267	8976	9683	1	7
k63_1360267	9844	10344	1	8
k63_1360267	10347	11657	-1	9
k63_1360267	11654	13177	-1	10
k63_1360267	13245	14261	1	11
k63_1360267	14548	15423	-1	12
k63_1360267	15661	16077	1	13
k63_1360267	16080	16430	1	14
k63_1360267	16462	17622	1	15
k63_1360267	17628	17846	1	16
k63_1071612	3	4895	-1	1
k63_1071612	5044	5886	1	2
k63_1071612	5894	7417	1	3
k63_1071612	7571	8353	-1	4
k63_1071612	8427	8528	-1	5
k63_974324	147	452	-1	1
k63_974324	766	2133	1	2
k63_491744	2	223	1	1
k63_491744	336	2222	-1	2
k63_491744	2219	4951	-1	3
k63_491744	5021	8290	-1	4
k63_878578	49	399	1	1
k63_878578	595	930	1	2
k63_878578	939	2636	-1	3
k63_878578	2749	3123	-1	4
k63_878578	3380	3772	1	5
k63_878578	3813	5564	1	6
k63_878578	5979	6716	1	7
k63_878578	6737	7306	1	8
k63_878578	7363	7920	1	9
k63_878578	7917	8981	1	10
k63_878578	8978	9655	1	11
k63_878578	9652	10089	1	12
k63_878578	10201	10902	1	13
k63_878578	10899	12236	1	14
k63_878578	12293	12823	1	15
k63_878578	12854	13696	1	16
k63_878578	13693	14355	1	17
k63_878578	14352	14909	1	18
k63_1262673	1	1098	1	1
k63_1262673	1058	1966	1	2
k63_1262673	1953	3317	1	3
k63_1262673	3286	3534	1	4
k63_491950	502	720	1	1
k63_491950	810	1037	-1	2
k63_491950	1056	1253	-1	3
k63_491950	1485	2669	-1	4
k63_491950	3207	3587	-1	5
k63_491950	3867	4013	-1	6
k63_491950	4000	4386	-1	7
k63_1072126	349	1023	-1	1
k63_1072126	1002	1157	-1	2
k63_1072126	1257	2480	1	3
k63_1072126	2477	3982	1	4
k63_1072126	3986	4507	1	5
k63_492182	50	1147	-1	1
k63_492182	1231	1440	-1	2
k63_492182	1720	2043	1	3
k63_492182	2139	2465	-1	4
k63_492182	2595	3611	-1	5
k63_492182	3604	4200	-1	6
k63_780637	2	322	-1	1
k63_780637	505	942	1	2
k63_780637	939	1046	1	3
k63_780637	1131	1370	1	4
k63_780637	1382	1912	-1	5
k63_780702	2	1660	1	1
k63_780702	1673	2296	1	2
k63_492379	59	676	-1	1
k63_492379	708	1691	-1	2
k63_492379	1688	2320	-1	3
k63_492379	2420	2920	-1	4
k63_492379	2961	3326	-1	5
k63_9384	30	482	-1	1
k63_9384	713	2053	-1	2
k63_9384	2370	2618	1	3
k63_9384	2615	3580	1	4
k63_105464	178	936	-1	1
k63_105464	1047	1919	1	2
k63_105464	1991	3976	1	3
k63_105464	3997	4905	-1	4
k63_105464	4905	6836	-1	5
k63_105464	6882	7214	-1	6
k63_105464	7198	8340	-1	7
k63_105464	8333	9340	-1	8
k63_105464	9341	10141	-1	9
k63_879404	3	698	-1	1
k63_879404	695	1654	-1	2
k63_879404	1750	2676	1	3
k63_879404	2816	3373	1	4
k63_9538	2	115	-1	1
k63_9538	458	1513	1	2
k63_9538	1524	2090	1	3
k63_9538	2182	3054	-1	4
k63_9538	3565	3717	1	5
k63_9538	3704	4690	1	6
k63_9538	4968	5489	1	7
k63_9538	5662	7353	-1	8
k63_9538	7383	7757	-1	9
k63_9538	8097	9806	-1	10
k63_9538	10186	10554	-1	11
k63_589807	45	1193	-1	1
k63_589807	1181	1744	-1	2
k63_589807	1737	2579	-1	3
k63_589807	2576	3379	-1	4
k63_589807	3457	4509	1	5
k63_589807	4816	5040	1	6
k63_589807	5037	5360	1	7
k63_589863	58	900	-1	1
k63_589863	1068	3101	-1	2
k63_589863	3117	3338	-1	3
k63_589863	3335	3484	-1	4
k63_589863	4535	4771	1	5
k63_589863	4785	6203	1	6
k63_589863	6609	6974	1	7
k63_300198	167	397	-1	1
k63_300198	517	2847	-1	2
k63_9791	149	787	-1	1
k63_9791	784	1422	-1	2
k63_9791	1419	1898	-1	3
k63_9791	1879	2775	-1	4
k63_9791	2781	3656	-1	5
k63_9791	3653	4231	-1	6
k63_300270	1	510	1	1
k63_300270	507	854	1	2
k63_300270	927	2549	1	3
k63_1167730	386	784	-1	1
k63_1167730	888	1346	-1	2
k63_1167730	1392	1781	-1	3
k63_1167730	2235	3329	1	4
k63_1167730	3425	4468	1	5
k63_1167730	4523	5386	-1	6
k63_1167730	5383	6297	-1	7
k63_1167730	6390	6872	1	8
k63_1167730	6869	7471	1	9
k63_1167730	7566	9470	1	10
k63_1167730	9644	9808	1	11
k63_1167730	9837	10823	-1	12
k63_1167730	10847	11122	-1	13
k63_1167730	11122	12312	-1	14
k63_1167730	12869	13687	1	15
k63_1167730	13789	15459	1	16
k63_1167770	3	635	1	1
