Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_1393078	k63_1393078@1	972	1904	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['1.50e-07']	[0.328]	[0.349]	NA	NA
k63_562029	k63_562029@1	935	2818	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[3]	['8.90e-04']	[0.424]	[0.413]	NA	NA
k63_1028004	k63_1028004@1	2	904	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[1]	['2.70e-04']	[0.605]	[0.331]	NA	NA
k63_1003801	k63_1003801@1	3959	5446	False	14%	0%	I-A	1.0	['Cas3_0_I']	[4]	['4.60e-07']	[0.484]	[0.676]	1	NA
k63_558006	k63_558006@1	3638	4090	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[5]	['1.70e-03']	[0.947]	[0.447]	NA	NA
k63_645259	k63_645259@1	4767	5060	False	0%	NA	III-B	1.0	['Unk_03_0_CAS-III-B']	[6]	['4.10e-03']	[0.776]	[0.419]	NA	NA
k63_1285738	k63_1285738@1	1030	1581	False	14%	0%	I-A	2.0	['Cas6e_0_CAS-I-II-III-IV-V-VI']	[3]	['7.20e-03']	[0.353]	[0.31]	-1	NA
k63_1186860	k63_1186860@1	629	3084	False	0%	0%	I-C	1.0	['TPR_1_CAS-III-A', 'HEAT_CxxC_PDDEXK_0_CAS-I-C']	[2, 4]	['1.20e-03', '3.20e-07']	[0.538, 0.559]	[0.42, 0.34]	NA	NA
k63_1380117	k63_1380117@1	1526	1900	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[3]	['3.80e-06']	[0.672]	[0.447]	NA	-1
k63_1050280	k63_1050280@1	934	1716	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['6.70e-05']	[0.372]	[0.335]	NA	NA
k63_1126335	k63_1126335@1	3254	4003	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['7.20e-04']	[0.456]	[0.405]	NA	NA
k63_221373	k63_221373@2	4711	5409	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[8]	['3.00e-05']	[0.455]	[0.359]	NA	NA
k63_215690	k63_215690@1	14	826	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[1]	['5.70e-03']	[0.347]	[0.745]	NA	NA
k63_1457631	k63_1457631@1	241	612	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['2.40e-05']	[0.524]	[0.307]	NA	NA
k63_869455	k63_869455@1	725	1621	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['1.20e-04']	[0.391]	[0.408]	NA	NA
k63_341901	k63_341901@1	3	653	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['1.80e-04']	[0.442]	[0.327]	NA	NA
k63_345639	k63_345639@1	5943	6416	False	0%	NA	III-B	1.0	['CorA_1_CAS-III-B']	[6]	['2.00e-03']	[0.361]	[0.456]	NA	NA
k63_1516298	k63_1516298@1	6251	6964	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[7]	['6.00e-62']	[0.651]	[0.962]	NA	NA
k63_256164	k63_256164@1	3	1157	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[1]	['5.10e-03']	[0.312]	[0.441]	NA	NA
k63_579284	k63_579284@1	3177	4529	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[4]	['6.40e-05']	[0.375]	[0.372]	NA	NA
k63_1287808	k63_1287808@1	2	928	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['4.70e-10']	[0.417]	[0.43]	NA	NA
k63_658880	k63_658880@1	2991	3776	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[5]	['3.20e-03']	[0.405]	[0.83]	NA	NA
k63_1062261	k63_1062261@1	417	2591	False	20%	NA	IV-D	4.0	['RecD_0_IVD']	[2]	['4.60e-77']	[0.739]	[0.752]	-1	NA
k63_172703	k63_172703@1	4019	4720	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['1.80e-06']	[0.449]	[0.345]	NA	NA
k63_1105363	k63_1105363@1	105	2039	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['2.90e-05']	[0.316]	[0.546]	NA	NA
