Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_431941	k63_431941@1	4044	4547	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[3]	['2.70e-03']	[0.417]	[0.321]	NA	NA
k63_489416	k63_489416@1	60	1982	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['3.20e-12']	[0.317]	[0.394]	NA	NA
k63_339324	k63_339324@1	2525	2989	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['6.10e-03']	[0.432]	[0.5]	NA	NA
k63_1293521	k63_1293521@1	267	1901	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['5.70e-04']	[0.317]	[0.352]	NA	NA
k63_442386	k63_442386@1	2106	2888	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['1.50e-07']	[0.395]	[0.359]	NA	NA
k63_687847	k63_687847@1	3156	3878	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['3.40e-07']	[0.548]	[0.458]	NA	NA
k63_1151987	k63_1151987@1	2057	2521	False	0%	NA	III-A	1.0	['Csm6_0_CAS-III']	[3]	['7.60e-03']	[0.729]	[0.587]	NA	NA
k63_1382582	k63_1382582@1	8067	8696	False	0%	NA	III-B	1.0	['NYN_0_CAS-III-B']	[10]	['8.70e-26']	[0.781]	[0.491]	NA	NA
k63_882311	k63_882311@1	590	1942	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['1.10e-40']	[0.426]	[0.994]	NA	NA
k63_1011973	k63_1011973@1	4597	5325	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[6]	['1.50e-03']	[0.342]	[0.483]	NA	NA
k63_1402380	k63_1402380@1	4533	5297	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['2.00e-04']	[0.4]	[0.342]	NA	NA
k63_650510	k63_650510@1	591	2468	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[2]	['1.80e-03']	[0.395]	[0.385]	NA	NA
k63_242376	k63_242376@1	1218	1967	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['1.70e-08']	[0.484]	[0.401]	NA	NA
k63_652634	k63_652634@1	2422	4437	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[4]	['5.00e-11']	[0.324]	[0.348]	-1	NA
k63_1339093	k63_1339093@1	3	1862	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['2.00e-06']	[0.316]	[0.412]	NA	NA
k63_485556	k63_485556@1	172	954	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[1]	['5.60e-04']	[0.375]	[0.851]	NA	NA
k63_802248	k63_802248@1	246	995	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['1.60e-03']	[0.396]	[0.331]	NA	NA
k63_431527	k63_431527@1	76	1710	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['2.70e-04']	[0.349]	[0.419]	NA	NA
