Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_647396	k63_647396@1	2303	2998	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6]	['4.70e-11']	[0.526]	[0.405]	NA	NA
k63_1081694	k63_1081694@1	1022	1663	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['2.30e-06']	[0.523]	[0.398]	NA	NA
k63_1206819	k63_1206819@1	3714	4619	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[5]	['2.80e-16']	[0.56]	[0.663]	NA	NA
k63_33860	k63_33860@1	3	1687	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI', '2OG_1_CAS-I-II-III-IV-V-VI']	[1, 2]	['5.00e-06', '3.00e-03']	[0.679, 0.459]	[0.777, 0.734]	NA	NA
k63_218702	k63_218702@1	15580	16026	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[14]	['8.70e-03']	[0.409]	[0.475]	NA	NA
k63_1180439	k63_1180439@1	6934	7668	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[8]	['9.60e-04']	[0.437]	[0.363]	NA	NA
k63_41913	k63_41913@1	5522	6265	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[10]	['8.50e-36']	[0.907]	[0.69]	NA	NA
k63_331370	k63_331370@1	2204	2779	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[4]	['4.50e-03']	[0.365]	[0.355]	-1	NA
k63_986596	k63_986596@1	232	1056	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[2]	['3.50e-04']	[0.604]	[0.83]	NA	NA
k63_1540793	k63_1540793@1	2626	3192	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['6.20e-04']	[0.386]	[0.517]	NA	NA
k63_277197	k63_277197@1	1240	2844	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2]	['3.90e-26']	[0.404]	[0.742]	NA	NA
k63_1201535	k63_1201535@1	4248	5360	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['7.20e-06']	[0.321]	[0.408]	NA	NA
