Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_1519497	k63_1519497@1	1166	1828	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[2]	['2.50e-09']	[0.719]	[0.734]	NA	NA
k63_1532533	k63_1532533@1	5931	6764	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[7]	['1.40e-04']	[0.381]	[0.422]	NA	NA
k63_1184179	k63_1184179@1	2168	3757	False	0%	NA	III-B	1.0	['NYN_0_CAS-III-B']	[3]	['2.40e-15']	[0.349]	[0.591]	NA	NA
k63_1504691	k63_1504691@1	1647	2318	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[2]	['1.50e-05']	[0.567]	[0.323]	NA	NA
k63_898544	k63_898544@1	2	640	False	17%	NA	III-C	4.0	['Cmr5_1_IIIC']	[1]	['8.50e-03']	[0.577]	[0.573]	-1	NA
k63_861354	k63_861354@1	1	684	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[1]	['7.70e-03']	[0.417]	[0.691]	NA	NA
k63_1300376	k63_1300376@1	1808	5368	False	0%	33%	I-A	2.0	['Cas2_2_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[4, 7]	['1.40e-23', '1.50e-44']	[0.779, 0.611]	[0.759, 0.406]	NA	1
k63_1112073	k63_1112073@1	1375	2226	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[4]	['3.10e-04']	[0.342]	[0.766]	NA	NA
k63_1395532	k63_1395532@1	6728	7456	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[7]	['4.40e-06']	[0.44]	[0.352]	NA	NA
k63_540079	k63_540079@1	389	1774	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[2]	['1.20e-07']	[0.361]	[0.306]	NA	NA
k63_326629	k63_326629@1	4169	4774	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[4]	['3.90e-63']	[0.985]	[0.961]	NA	NA
k63_1396950	k63_1396950@1	718	1941	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2]	['7.10e-04']	[0.61]	[0.35]	NA	NA
k63_1401887	k63_1401887@1	6903	8768	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[5]	['1.90e-11']	[0.513]	[0.549]	NA	NA
k63_1289341	k63_1289341@1	8204	9058	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[12]	['4.70e-04']	[0.389]	[0.883]	NA	NA
k63_488443	k63_488443@1	6613	8184	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['2.60e-16']	[0.525]	[0.511]	NA	NA
k63_870646	k63_870646@1	10112	10789	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[12]	['1.10e-07']	[0.447]	[0.345]	NA	NA
k63_433462	k63_433462@1	13713	14318	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[13]	['1.20e-63']	[0.985]	[0.961]	NA	NA
k63_110435	k63_110435@1	5680	7668	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[5]	['2.20e-64']	[0.955]	[0.916]	-1	NA
k63_386744	k63_386744@1	1489	2307	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[2]	['5.30e-04']	[0.377]	[0.84]	NA	NA
k63_1121111	k63_1121111@1	2046	2906	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[3]	['6.30e-03']	[0.366]	[0.883]	NA	NA
