Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k141_877	k141_877@7	241143	241568	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[248]	['4.80e-04']	[0.401]	[0.5]	NA	NA
k141_2199	k141_2199@2	85950	87149	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[84]	['3.60e-25']	[0.535]	[0.305]	NA	NA
k141_5397	k141_5397@1	9782	11134	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[6]	['1.60e-16']	[0.574]	[0.734]	1	NA
k141_4908	k141_4908@1	15935	16225	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[15]	['5.10e-03']	[0.722]	[0.61]	NA	NA
k141_3670	k141_3670@1	31029	32753	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[22]	['6.90e-09']	[0.748]	[0.482]	NA	NA
k141_3470	k141_3470@1	104921	106309	False	20%	NA	IV-D	4.0	['RecD_0_IVD']	[104]	['3.90e-34']	[0.687]	[0.397]	1	NA
k141_5067	k141_5067@3	37484	39421	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[45]	['6.90e-11']	[0.429]	[0.467]	NA	NA
k141_826	k141_826@1	46174	46503	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[35]	['5.60e-13']	[0.518]	[0.534]	NA	NA
k141_6086	k141_6086@3	394656	396329	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[353]	['1.00e-13']	[0.484]	[0.385]	NA	NA
k141_877	k141_877@4	166445	167545	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[169]	['1.10e-06']	[0.605]	[0.368]	NA	NA
k141_4433	k141_4433@1	51587	53470	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[43]	['3.70e-11']	[0.317]	[0.352]	NA	NA
k141_5067	k141_5067@2	16616	18346	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[21]	['2.30e-09']	[0.354]	[0.592]	-1	NA
k141_3759	k141_3759@1	10040	10642	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[11]	['2.20e-04']	[0.622]	[0.482]	NA	NA
k141_2199	k141_2199@5	144549	145496	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[148]	['2.90e-04']	[0.335]	[0.303]	1	NA
k141_2199	k141_2199@1	36817	41178	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B', 'TPR_0_CAS-III-B']	[38, 39]	['1.60e-11', '1.60e-09']	[0.485, 0.455]	[0.508, 0.424]	NA	NA
k141_3112	k141_3112@1	19383	20696	False	14%	0%	I-A	1.0	['Cas3_0_I']	[14]	['2.20e-10']	[0.548]	[0.673]	-1	NA
k141_3021	k141_3021@6	240724	243525	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[215]	['6.40e-15']	[0.304]	[0.322]	NA	NA
k141_877	k141_877@3	123781	124620	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[128]	['6.00e-14']	[0.375]	[0.958]	NA	NA
k141_5067	k141_5067@1	6817	8040	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[13]	['3.70e-11']	[0.618]	[0.714]	-1	NA
k141_6141	k141_6141@3	97580	98599	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[76]	['2.10e-05']	[0.485]	[0.364]	NA	NA
k141_1718	k141_1718@1	45030	46292	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[43]	['2.30e-06']	[0.328]	[0.465]	NA	NA
k141_3714	k141_3714@4	154703	155455	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[138]	['6.10e-07']	[0.498]	[0.433]	NA	NA
k141_2199	k141_2199@3	92438	99244	False	0%	NA	III-B	2.0	['Cas3_0_I', 'TPR_0_CAS-III-B']	[95, 98]	['3.00e-08', '8.90e-09']	[0.385, 0.346]	[0.874, 0.369]	NA	NA
k141_5620	k141_5620@1	3967	4494	False	0%	0%	I-B	4.0	['Cas11b_1_CAS-I-B']	[5]	['5.80e-05']	[0.722]	[0.481]	NA	NA
k141_3178	k141_3178@1	12735	13436	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[12]	['8.50e-04']	[0.406]	[0.32]	NA	NA
k141_7071	k141_7071@1	86313	87041	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[81]	['1.50e-06']	[0.506]	[0.356]	NA	NA
k141_877	k141_877@2	59954	62530	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[41]	['1.30e-19']	[0.582]	[0.588]	NA	NA
k141_7064	k141_7064@2	129247	130779	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[97]	['7.50e-11']	[0.83]	[0.65]	NA	NA
k141_3178	k141_3178@2	17567	19330	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[17]	['1.80e-11']	[0.85]	[0.715]	NA	NA
k141_3178	k141_3178@4	111217	113172	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[92]	['6.20e-15']	[0.426]	[0.434]	NA	NA
k141_3714	k141_3714@2	34300	34788	False	0%	NA	III-B	1.0	['HTH_0_CAS-III-B']	[30]	['2.20e-04']	[0.448]	[0.332]	NA	NA
k141_3714	k141_3714@1	23239	24507	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[19]	['1.90e-31']	[0.629]	[0.633]	NA	NA
k141_5776	k141_5776@3	135968	136924	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[129]	['1.40e-63']	[0.987]	[0.984]	NA	NA
k141_3021	k141_3021@3	126544	128637	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[122]	['8.20e-11']	[0.357]	[0.68]	1	NA
k141_1294	k141_1294@1	6589	7626	False	0%	0%	I-A	0.0	['WYL_3_CAS-I-II-III-IV-V-VI']	[7]	['1.00e-29']	[0.506]	[0.971]	NA	NA
k141_877	k141_877@9	312304	312933	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[313]	['1.80e-04']	[0.324]	[0.321]	NA	NA
k141_737	k141_737@1	9263	10402	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[9]	['8.70e-03']	[0.324]	[0.474]	NA	NA
k141_6813	k141_6813@1	15238	17298	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[11]	['4.50e-16']	[0.496]	[0.482]	NA	NA
k141_6141	k141_6141@2	41553	42305	False	0%	NA	III-A	1.0	['AbiEii_1_CAS-III-A']	[29]	['1.00e-04']	[0.426]	[0.328]	NA	NA
k141_7064	k141_7064@3	133435	133929	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[103]	['2.90e-03']	[0.394]	[0.585]	NA	NA
k141_2199	k141_2199@4	106963	107865	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[109]	['2.00e-04']	[0.336]	[0.331]	NA	NA
k141_5776	k141_5776@2	93006	93923	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[91]	['3.50e-08']	[0.392]	[0.401]	NA	NA
k141_292	k141_292@1	19588	19875	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[20]	['5.40e-04']	[0.771]	[0.636]	NA	NA
